homology_id,mouse_symbol,human_symbol
48900779,CHR14:106701914-106703185(+),CHR10:133623895-133626795(-)
48900780,CHR14:106687605-106688691(+),CHR4:190024367-190027257(-)
48900780,CHR14:106687605-106688691(+),CHR10:133623895-133626795(-)
48900781,CHR14:106711994-106713263(+),CHR4:190024367-190027257(-)
48900781,CHR14:106711994-106713263(+),CHR10:133623895-133626795(-)
48900782,CHR14:106718906-106719985(+),CHR4:190024367-190027257(-)
48900782,CHR14:106718906-106719985(+),CHR10:133623895-133626795(-)
48900783,CHR14:106330668-106330916(-),CHR4:190024367-190027257(-)
48900783,CHR14:106330668-106330916(-),CHR10:133623895-133626795(-)
48900784,CHR14:106708820-106709909(+),CHR4:190024367-190027257(-)
48900784,CHR14:106708820-106709909(+),CHR10:133623895-133626795(-)
48900785,CHR14:111208040-111209122(+),CHR4:190024367-190027257(-)
48900785,CHR14:111208040-111209122(+),CHR10:133623895-133626795(-)
48900786,CHR14:106698567-106699828(+),CHR4:190024367-190027257(-)
48900786,CHR14:106698567-106699828(+),CHR10:133623895-133626795(-)
48900787,CHR14:106715358-106716619(+),CHR4:190024367-190027257(-)
48900787,CHR14:106715358-106716619(+),CHR10:133623895-133626795(-)
48900788,CHR4:119387505-119395966(-),CHR4:190024367-190027257(-)
48900788,CHR4:119387505-119395966(-),CHR10:133623895-133626795(-)
48900788,CHR4:119387505-119395966(-),CHR3:75664328-75667220(+)
48900789,CHR14:106684061-106685319(+),CHR4:190024367-190027257(-)
48900789,CHR14:106684061-106685319(+),CHR10:133623895-133626795(-)
48900790,CHR4:56957173-56990391(-),CHR9:109130293-109167249(-)
48900791,CHR4:11579665-11587591(+),CHR8:94378377-94436952(-)
48900792,CHR12:64518104-64521464(-),CHR14:44504149-44507283(-)
48900793,CHR6:28427888-28438621(+),CHR7:127591409-127602144(+)
48900794,CHR7:81184102-81216729(-),CHR15:82755362-82806070(-)
48900795,CHR2:82773978-82839281(+),CHR2:185737134-185833290(+)
48900796,CHR10:130428026-130428574(-),CHR19:48965309-48967896(+)
48900797,CHRX:102604516-102667360(-),CHRX:73940435-74293574(-)
48900798,CHR7:45266862-45270483(+),CHR19:48748011-48755390(-)
48900799,CHR7:45298015-45315818(-),CHR19:48695971-48705951(+)
48900800,CHR7:45327110-45343825(-),CHR19:48695971-48705951(+)
48900800,CHR7:45327110-45343825(-),CHR19:48638039-48682245(+)
48900801,CHR9:14659755-14663418(-),CHR11:94543921-94549895(+)
48900802,CHR7:30751103-30756624(-),CHR19:35137188-35143109(+)
48900803,CHR7:30769960-30776122(-),CHR19:35115823-35124324(+)
48900804,CHR6:117910520-117914653(-),CHR10:43371636-43376335(+)
48900805,CHR4:104770653-104874060(+),CHR1:56718789-56826914(-)
48900806,CHR16:32697870-32729245(+),CHR3:197737179-197787596(+)
48900807,CHR5:128656194-128677751(-),CHR12:130144315-130163495(-)
48900808,CHR2:69041417-69058185(+),CHR2:168901291-168910000(+)
48900809,CHRX:71300532-71318433(-),CHRX:151953124-151974680(-)
48900810,CHR7:56366213-57036936(-),CHR15:26971181-27541984(+)
48900811,CHR9:115713947-115905243(+),CHR3:30726197-30894661(-)
48900812,CHR11:57536268-57678327(+),CHR5:154190730-154420984(+)
48900813,CHR14:31750946-31784154(+),CHR3:16174680-16248224(+)
48900814,CHR2:57887832-57931039(+),CHR2:157257705-157318491(+)
48900815,CHR7:6200089-6219136(+),CHR19:56176008-56185775(+)
48900816,CHRY:38575128-38576129(+),CHR12:6534512-6538374(+)
48900817,CHR13:110489150-110493733(-),CHR5:58491435-58497090(+)
48900818,CHR6:29279592-29290679(+),CHR7:128671629-128709166(+)
48900819,CHR6:29319139-29336018(+),CHR7:128709061-128731743(+)
48900820,CHR12:78738309-78781290(+),CHR14:67189393-67228558(+)
48900821,CHR11:46295555-46298812(+),CHR5:157161846-157166264(-)
48900822,CHR1:190894781-190897014(-),CHR1:212624474-212626775(+)
48900823,CHR7:44146005-44150910(+),CHR19:50466785-50476848(-)
48900824,CHR7:4756225-4774301(-),CHR19:55354908-55363260(-)
48900825,CHR11:83312728-83320281(-),CHR17:35744511-35753239(-)
48900826,CHR11:100225233-100227822(+),CHR17:41712331-41715969(+)
48900827,CHR10:58091319-58141421(+),CHR2:108449107-108509415(+)
48900828,CHR9:77959240-77972906(+),CHR6:53126961-53148841(-)
48900829,CHR19:17303505-17350208(-),CHR9:76393869-76651203(+)
48900830,CHR16:45430803-45443230(+),CHR3:112120839-112133270(-)
48900831,CHR8:71082043-71085106(-),CHR19:18374731-18389176(+)
48900832,CHR6:117785681-117786181(+),CHR2:38751534-38785002(+)
48900833,CHR12:11288921-11315802(-),CHR2:17753278-17788946(+)
48900834,CHR7:44825773-44828993(-),CHR19:49423747-49428987(+)
48900835,CHR7:121585945-121620421(-),CHR16:23462213-23524359(-)
48900836,CHR7:28869635-28873363(+),CHR19:38384267-38388384(-)
48900837,CHR17:27237009-27255352(+),CHR6:33583699-33589026(+)
48900838,CHR2:155332299-155356921(-),CHR20:34844720-34872856(-)
48900839,CHR2:35290191-35353243(-),CHR9:121444990-121499844(-)
48900840,CHR6:48723131-48731134(+),CHR7:150716613-150743646(+)
48900840,CHR6:48723131-48731134(+),CHR7:150722253-150750033(+)
48900841,CHR3:132335581-132351112(+),CHR4:106357392-106368778(-)
48900842,CHR5:137951723-137961360(-),CHR7:99923266-99930747(-)
48900843,CHR11:98873006-98873842(-),CHR17:40360652-40364737(-)
48900844,CHR18:9278607-9282809(-),CHR10:35605341-35608935(+)
48900845,CHR6:87322635-87327897(-),CHR2:68974573-68980980(+)
48900846,CHR6:87350347-87356476(+),CHR2:68945232-68952893(-)
48900847,CHR6:87360301-87365917(-),CHR2:68921248-68926834(+)
48900848,CHR4:107291788-107492258(+),CHR1:53506237-53739164(-)
48900849,CHR11:67554877-67661979(-),CHR17:9822206-9892099(+)
48900850,CHR2:25683871-25705860(-),CHR9:135623648-135641216(-)
48900851,CHR15:103471186-103473508(-),CHR12:54608187-54610462(-)
48900852,CHR6:4893352-4893778(-),CHR19:39328353-39342372(-)
48900853,CHR15:74690920-74706720(+),CHR8:142834247-142916506(+)
48900854,CHR15:74685301-74690664(-),CHR8:142834247-142916506(+)
48900855,CHR2:174123030-174137229(-),CHR20:58818893-58855296(-)
48900856,CHR5:18167568-18224666(+),CHR7:80458635-80512064(-)
48900857,CHR13:13958644-14002480(+),CHR1:235547685-235650754(-)
48900858,CHR16:22113777-22113981(+),CHR1:84498323-84506581(-)
48900859,CHR12:102719534-102724062(-),CHR14:93202894-93207065(-)
48900860,CHR11:70529948-70532862(+),CHR17:4932277-4935023(+)
48900861,CHR16:30126503-30129597(-),CHR3:194394821-194399266(-)
48900862,CHR7:4366964-4400743(-),CHR19:55013705-55038264(-)
48900863,CHR12:86288632-86338558(+),CHR14:76151916-76254342(+)
48900864,CHR13:111562214-111626645(-),CHR5:57173948-57264679(+)
48900865,CHR15:75468479-75470062(+),CHR8:143213218-143217170(+)
48900866,CHR13:25127135-25175919(+),CHR6:24423969-24495287(-)
48900867,CHR17:57541635-57555446(-),CHR19:6729914-6737580(-)
48900868,CHRX:47756856-47763355(-),CHRX:130379449-130385674(-)
48900869,CHR12:72114748-72117875(-),CHR14:59429022-59465380(-)
48900870,CHR13:19911596-19917121(-),CHR7:37796058-37796888(+)
48900871,CHR3:62436851-62512861(-),CHR3:154334943-154430190(-)
48900872,CHR16:58537796-58539433(-),CHR3:98531978-98534681(+)
48900873,CHR13:76202970-76205115(-),CHR5:95620087-95622142(+)
48900874,CHR19:4189798-4195740(+),CHR11:67451301-67452729(-)
48900875,CHR4:152358689-152369794(+),CHR1:6247353-6261098(-)
48900876,CHR14:36824097-36832058(-),CHR10:84173801-84185294(+)
48900877,CHR6:124835407-124840900(-),CHR12:6821624-6829972(+)
48900878,CHRX:95757074-95762994(+),CHRX:66437967-66441779(+)
48900879,CHR2:37406638-37409293(+),CHR9:123033667-123049103(+)
48900880,CHR17:13270208-13271167(-),CHR6:167155247-167157980(-)
48900881,CHR12:52069786-52074846(-),CHR14:31482875-31488039(-)
48900882,CHRX:70707273-70712863(+),CHRX:151176584-151182856(+)
48900883,CHR10:40945973-40948281(-),CHR6:109978256-109980720(+)
48900884,CHR12:100842941-100874457(-),CHR14:91232532-91270790(-)
48900885,CHRX:13527602-13533672(+),CHRX:41724181-41730130(+)
48900886,CHR3:59086344-59102525(-),CHR3:151294086-151316820(-)
48900887,CHRX:134643482-134704223(+),CHRX:102651092-102659083(+)
48900888,CHR6:135042660-135061707(+),CHR12:12890782-12917937(+)
48900889,CHR6:135082989-135095281(-),CHR12:12940575-12952170(-)
48900890,CHR13:54884484-54897486(-),CHR5:176595802-176610156(-)
48900891,CHR17:34808780-34810728(+),CHR6:32190766-32195523(-)
48900892,CHR17:23923462-23941757(-),CHR16:2988256-3002295(+)
48900893,CHR4:125384493-125607966(+),CHR1:36795527-37034515(-)
48900894,CHR19:4336029-4356250(-),CHR11:67266473-67286556(+)
48900895,CHR6:110622542-111544191(+),CHR3:6770001-7741533(+)
48900896,CHR18:42118388-42132114(-),CHR5:145857670-145937126(-)
48900897,CHR16:17730978-17732891(-),CHR22:19146993-19150292(-)
48900898,CHR11:98537585-98548790(+),CHR17:39953263-39977768(+)
48900899,CHR11:98517186-98529052(+),CHR17:39953263-39977768(+)
48900900,CHR11:98555177-98568534(+),CHR17:39953263-39977768(+)
48900901,CHR15:63696195-63717026(-),CHR8:129705435-129786624(-)
48900902,CHR15:63647820-63680588(-),CHR8:129705435-129786624(-)
48900903,CHR15:63763113-63784146(-),CHR8:129705435-129786624(-)
48900904,CHR15:63729573-63750407(-),CHR8:129705435-129786624(-)
48900905,CHR15:75734176-75739257(+),CHR8:143553207-143563062(+)
48900906,CHR6:135214327-135231334(-),CHR12:13083532-13103683(-)
48900907,CHR1:191758120-191758750(-),CHR11:67583742-67586656(+)
48900908,CHR5:134266688-134343614(-),CHR7:74650231-74760692(+)
48900909,CHR5:134211629-134246988(+),CHR7:74796151-74851605(-)
48900909,CHR5:134211629-134246988(+),CHR7:75092556-75149817(+)
48900910,CHR7:125240126-125306860(-),CHR16:27459555-27549913(-)
48900911,CHR2:162928954-162929775(-),CHR20:43726164-43727002(-)
48900912,CHR4:119494929-119496662(+),CHR1:42162690-42164745(-)
48900913,CHR4:119513798-119516142(-),CHR1:42153410-42155820(+)
48900914,CHR14:66224235-66246656(-),CHR8:27560274-27589073(+)
48900915,CHR8:81220674-81237414(+),CHR4:144109303-144140751(-)
48900915,CHR8:81220674-81237414(+),CHR4:143995188-144019380(-)
48900915,CHR8:81220674-81237414(+),CHR4:143870864-143905563(-)
48900916,CHR2:148522943-148534869(+),CHR20:23361127-23373062(+)
48900917,CHR10:79524854-79531095(+),CHR19:544034-549924(+)
48900918,CHR15:98153867-98155174(-),CHR12:48328980-48330279(+)
48900919,CHR11:94858419-94859282(+),CHR17:50171428-50172476(-)
48900920,CHRX:115590875-115591222(+),CHRX:154884972-154885558(+)
48900920,CHRX:115590875-115591222(+),CHRX:155380709-155381299(+)
48900920,CHRX:115590875-115591222(+),CHRX:155459415-155460005(-)
48900921,CHRX:115924454-115924801(+),CHRX:154884972-154885558(+)
48900921,CHRX:115924454-115924801(+),CHRX:155380709-155381299(+)
48900921,CHRX:115924454-115924801(+),CHRX:155459415-155460005(-)
48900922,CHRX:119222445-119222792(-),CHRX:154884972-154885558(+)
48900922,CHRX:119222445-119222792(-),CHRX:155380709-155381299(+)
48900922,CHRX:119222445-119222792(-),CHRX:155459415-155460005(-)
48900923,CHR13:24118445-24118834(+),CHR6:25723397-25726562(-)
48900924,CHRX:11190898-11191215(+),CHRX:37994272-37994904(+)
48900925,CHRX:9150003-9150527(+),CHRX:37994272-37994904(+)
48900926,CHRX:11194061-11194390(+),CHRX:37994272-37994904(+)
48900927,CHRX:11181397-11181714(+),CHRX:37994272-37994904(+)
48900928,CHRY:2720339-2720674(-),CHRX:37994272-37994904(+)
48900929,CHRX:9438199-9438630(-),CHRX:37994272-37994904(+)
48900930,CHRX:11187731-11188048(+),CHRX:37994272-37994904(+)
48900931,CHRX:11175063-11175380(+),CHRX:37994272-37994904(+)
48900932,CHRX:11184495-11185003(+),CHRX:37994272-37994904(+)
48900933,CHRX:9216866-9217375(+),CHRX:37994272-37994904(+)
48900934,CHRX:11168671-11169160(+),CHRX:37994272-37994904(+)
48900935,CHR2:18001228-18001769(-),CHRX:37994272-37994904(+)
48900936,CHRX:14077387-14077896(+),CHRX:37994272-37994904(+)
48900937,CHRY:2599099-2599434(+),CHRX:37994272-37994904(+)
48900938,CHRX:11171894-11172211(+),CHRX:37994272-37994904(+)
48900939,CHRX:11178173-11178666(+),CHRX:37994272-37994904(+)
48900940,CHRX:11165496-11165996(+),CHRX:37994272-37994904(+)
48900941,CHRX:9713186-9713739(+),CHRX:37990779-37991314(+)
48900942,CHR13:99120598-99121073(-),CHR5:72733833-72734209(+)
48900943,CHRX:135828074-135829122(+),CHRX:104011147-104013708(-)
48900943,CHRX:135828074-135829122(+),CHRX:104039956-104042454(+)
48900944,CHR4:94487622-94488032(+),CHR12:31791185-31792298(-)
48900945,CHR2:119496107-119496517(-),CHR1:149840687-149841208(-)
48900946,CHR17:25998817-26004560(-),CHR16:726936-735525(+)
48900947,CHR11:57719539-57722973(-),CHR5:154474972-154478227(-)
48900948,CHR11:46559787-46597888(-),CHR5:157026742-157069407(-)
48900949,CHR11:46415078-46428983(+),CHR5:157026742-157069407(-)
48900950,CHR11:46462363-46480059(+),CHR5:157026742-157069407(-)
48900951,CHR11:46345762-46372082(+),CHR5:157085422-157142869(-)
48900952,CHR11:32250069-32250873(+),CHR16:180459-181179(+)
48900953,CHR17:23892570-23894201(+),CHR16:3022620-3024286(-)
48900954,CHR13:117738856-118117564(+),CHR5:45254948-45696498(-)
48900955,CHR4:130024010-130033152(-),CHR1:31617686-31634492(+)
48900956,CHR10:36850540-36877885(+),CHR6:113933028-114011308(-)
48900957,CHR3:87813844-87823439(+),CHR1:156742107-156767366(-)
48900958,CHR13:26952156-26954148(-),CHR6:22569566-22571666(+)
48900959,CHR11:83402562-83413001(-),CHR17:35854946-35868891(-)
48900960,CHR6:135114517-135145213(-),CHR12:12974870-13000265(-)
48900961,CHR5:121358282-121506640(+),CHR12:112160188-112382439(-)
48900962,CHRX:95499042-95618091(+),CHRX:66162671-66268867(+)
48900963,CHR5:35198853-35205805(+),CHR4:3441005-3449486(+)
48900964,CHR15:65794292-65848653(-),CHR8:132061480-132111159(-)
48900965,CHR11:102726675-102728866(+),CHR17:44844860-44850476(+)
48900966,CHR15:100262466-100281836(+),CHR12:50931110-50972592(+)
48900967,CHR6:29272487-29275445(+),CHR7:128455849-128458418(+)
48900968,CHR7:27222692-27230600(+),CHR19:40379271-40390181(-)
48900969,CHR1:88190193-88205355(-),CHR2:233833416-233854566(-)
48900970,CHR13:55153798-55169198(-),CHR5:176880869-176899346(-)
48900971,CHR17:34338667-34358075(+),CHR6:32948613-32969094(-)
48900972,CHR17:34362281-34370529(+),CHR6:32934629-32941028(-)
48900973,CHR17:34372165-34379203(+),CHR6:32934629-32941028(-)
48900974,CHR4:128154005-128154688(-),CHR1:33860475-33864791(+)
48900975,CHR3:98187751-98218054(+),CHR1:119747996-119768932(-)
48900976,CHRX:108048143-108056986(-),CHRX:81113699-81201913(-)
48900977,CHR15:22713954-22714916(-),CHR13:52617525-52643773(+)
48900978,CHR6:51437912-51446874(-),CHR7:26171151-26201529(-)
48900979,CHR17:80336916-80369697(-),CHR2:38561969-38603586(-)
48900980,CHR15:102852497-102856381(-),CHR12:53962308-53975055(-)
48900981,CHR6:52135504-52139000(+),CHR7:27095647-27100265(+)
48900982,CHR6:52239760-52244588(+),CHR7:27198575-27207259(+)
48900983,CHR6:52178104-52190577(+),CHR7:27129977-27155928(+)
48900984,CHR6:52222013-52226770(+),CHR7:27184507-27189298(+)
48900985,CHR6:52183268-52185702(-),CHR7:27145396-27150603(-)
48900986,CHR6:52191471-52198757(-),CHR7:27153716-27157936(-)
48900987,CHR2:74534973-74538277(+),CHR2:176129694-176132695(+)
48900988,CHR6:65094277-65121892(-),CHR4:94298535-94342876(-)
48900989,CHR19:45991947-45994612(+),CHR10:102065349-102068036(+)
48900990,CHR14:70789652-70810988(+),CHR8:22114419-22133384(-)
48900991,CHR7:44984714-44988398(+),CHR19:49151198-49155396(-)
48900992,CHR4:43727198-43728110(+),CHR9:35906202-35907136(+)
48900993,CHR18:13140047-13155939(+),CHR18:24460637-24479974(+)
48900994,CHR5:118307829-118327543(+),CHR12:116856144-116881441(-)
48900995,CHR3:93227056-93240877(+),CHR1:152212076-152224193(-)
48900996,CHR10:36382810-36710393(+),CHR6:114055596-114343023(-)
48900997,CHR18:80272973-80290317(-),CHR18:79964582-79970822(+)
48900998,CHR5:104137631-104169662(-),CHR4:87336515-87391188(-)
48900999,CHR5:104103308-104125254(-),CHR4:87303789-87322886(-)
48901000,CHR10:127826805-127843480(-),CHR12:56752161-56787790(+)
48901001,CHR1:56675203-56676594(-),CHRY:18529643-18588963(+)
48901002,CHR13:31130559-31131744(-),CHR6:655939-657100(-)
48901003,CHR10:12966589-12971644(+),CHR6:144004916-144008262(-)
48901004,CHR6:142244151-142249546(+),CHR12:21354959-21379980(+)
48901005,CHR5:104447153-104459338(+),CHR4:87799554-87812435(+)
48901006,CHR9:20940728-20941892(+),CHR19:10286955-10288522(+)
48901007,CHR1:61017086-61039479(+),CHR2:203936763-203961577(+)
48901008,CHR10:77904921-77915359(+),CHR21:44215382-44241446(-)
48901009,CHR13:58305463-58312507(+),CHR9:83623006-83644130(+)
48901010,CHR1:173348877-173363523(-),CHR1:158999968-159055155(+)
48901011,CHR1:173723911-173740612(-),CHR1:158999968-159055155(+)
48901011,CHR1:173723911-173740612(-),CHR1:158831351-158849506(+)
48901011,CHR1:173723911-173740612(-),CHR1:158930796-158990870(+)
48901012,CHR1:173684786-173708038(-),CHR1:158999968-159055155(+)
48901013,CHR1:173574859-173594509(-),CHR1:158999968-159055155(+)
48901013,CHR1:173574859-173594509(-),CHR1:158831351-158849506(+)
48901013,CHR1:173574859-173594509(-),CHR1:158930796-158990870(+)
48901014,CHR1:173296051-173318607(-),CHR1:158999968-159055155(+)
48901015,CHR1:173501241-173525961(+),CHR1:158999968-159055155(+)
48901016,CHR1:173839564-173859376(-),CHR1:158999968-159055155(+)
48901016,CHR1:173839564-173859376(-),CHR1:158831351-158849506(+)
48901016,CHR1:173839564-173859376(-),CHR1:158930796-158990870(+)
48901017,CHR1:173393849-173426840(-),CHR1:158999968-159055155(+)
48901018,CHR1:173747973-173770238(-),CHR1:158999968-159055155(+)
48901019,CHR1:173458483-173475494(+),CHR1:158999968-159055155(+)
48901020,CHR1:173604095-173625836(-),CHR1:158999968-159055155(+)
48901021,CHR1:173550993-173569313(-),CHR1:158999968-159055155(+)
48901022,CHR7:141879574-141927490(-),CHR11:1732406-1750595(-)
48901023,CHR16:91282126-91304329(+),CHR21:33324387-33359864(+)
48901024,CHR10:118337940-118392430(-),CHR12:67989446-68234686(+)
48901025,CHR7:28208261-28209880(-),CHR19:39296407-39298673(+)
48901025,CHR7:28208261-28209880(-),CHR19:39268396-39270188(+)
48901025,CHR7:28208261-28209880(-),CHR19:39243455-39245250(-)
48901026,CHR7:28222261-28223747(+),CHR19:39296407-39298673(+)
48901026,CHR7:28222261-28223747(+),CHR19:39268396-39270188(+)
48901026,CHR7:28222261-28223747(+),CHR19:39243455-39245250(-)
48901027,CHR12:86129335-86209233(+),CHR14:75902136-76084585(+)
48901028,CHR7:142213430-142224093(+),CHR11:2140501-2148666(+)
48901029,CHR11:98930820-98943481(+),CHR17:40443450-40457725(+)
48901030,CHR4:45809507-45826827(-),CHR9:38406528-38424454(-)
48901031,CHR7:17910419-17915787(+),CHR19:46078513-46215362(+)
48901031,CHR7:17910419-17915787(+),CHR19:46120067-46124688(-)
48901031,CHR7:17910419-17915787(+),CHR19:46039182-46077629(-)
48901032,CHR12:113219824-113223856(-),CHR14:105703995-105708665(-)
48901032,CHR12:113219824-113223856(-),CHR14:105583731-105588395(-)
48901033,CHR12:113371155-113379944(-),CHR14:105836765-105845677(-)
48901034,CHR12:113232883-113236868(-),CHR14:105597691-105601728(-)
48901035,CHR12:113251009-113252552(-),CHR14:105736343-105743071(-)
48901035,CHR12:113251009-113252552(-),CHR14:105639559-105644790(-)
48901035,CHR12:113251009-113252552(-),CHR14:105764503-105771405(-)
48901035,CHR12:113251009-113252552(-),CHR14:105620506-105626066(-)
48901036,CHR12:113267934-113271553(-),CHR14:105736343-105743071(-)
48901036,CHR12:113267934-113271553(-),CHR14:105639559-105644790(-)
48901036,CHR12:113267934-113271553(-),CHR14:105764503-105771405(-)
48901036,CHR12:113267934-113271553(-),CHR14:105620506-105626066(-)
48901037,CHR12:113321062-113324852(-),CHR14:105736343-105743071(-)
48901037,CHR12:113321062-113324852(-),CHR14:105639559-105644790(-)
48901037,CHR12:113321062-113324852(-),CHR14:105764503-105771405(-)
48901037,CHR12:113321062-113324852(-),CHR14:105620506-105626066(-)
48901039,CHR12:113290161-113294143(-),CHR14:105736343-105743071(-)
48901039,CHR12:113290161-113294143(-),CHR14:105639559-105644790(-)
48901039,CHR12:113290161-113294143(-),CHR14:105764503-105771405(-)
48901039,CHR12:113290161-113294143(-),CHR14:105620506-105626066(-)
48901040,CHR12:113266587-113896029(-),CHR14:105736343-105743071(-)
48901040,CHR12:113266587-113896029(-),CHR14:105639559-105644790(-)
48901040,CHR12:113266587-113896029(-),CHR14:105764503-105771405(-)
48901040,CHR12:113266587-113896029(-),CHR14:105620506-105626066(-)
48901041,CHR12:114987646-114987938(-),CHR14:106301395-106301862(-)
48901041,CHR12:114987646-114987938(-),CHR14:106037902-106038365(-)
48901041,CHR12:114987646-114987938(-),CHR14:106770577-106771020(-)
48901041,CHR12:114987646-114987938(-),CHR14:106723574-106724093(-)
48901041,CHR12:114987646-114987938(-),CHR16:32847713-32848254(+)
48901042,CHR18:36433154-36434531(+),CHR5:140125937-140129392(+)
48901043,CHR6:68414452-68414909(+),CHR2:88857161-88857683(-)
48901043,CHR6:68414452-68414909(+),CHR2:89040224-89040745(-)
48901043,CHR6:68414452-68414909(+),CHR2:89099859-89100361(-)
48901043,CHR6:68414452-68414909(+),CHR2:89213423-89213928(-)
48901043,CHR6:68414452-68414909(+),CHR2:89268001-89268506(-)
48901043,CHR6:68414452-68414909(+),CHR2:89297264-89297785(-)
48901043,CHR6:68414452-68414909(+),CHR2:88947301-88947957(-)
48901043,CHR6:68414452-68414909(+),CHR2:90159840-90160335(+)
48901043,CHR6:68414452-68414909(+),CHR2:90100236-90100738(+)
48901043,CHR6:68414452-68414909(+),CHR2:89913982-89914545(+)
48901043,CHR6:68414452-68414909(+),CHR2:89884740-89885216(+)
48901043,CHR6:68414452-68414909(+),CHR2:113406396-113406872(+)
48901044,CHR6:69791615-69792084(-),CHR2:89045990-89046466(-)
48901044,CHR6:69791615-69792084(-),CHR2:89213423-89213928(-)
48901044,CHR6:69791615-69792084(-),CHR2:89268001-89268506(-)
48901044,CHR6:69791615-69792084(-),CHR2:89319625-89320146(-)
48901044,CHR6:69791615-69792084(-),CHR2:88992409-88992931(-)
48901044,CHR6:69791615-69792084(-),CHR2:90154073-90154574(+)
48901044,CHR6:69791615-69792084(-),CHR2:89913982-89914545(+)
48901044,CHR6:69791615-69792084(-),CHR2:90209873-90210529(+)
48901044,CHR6:69791615-69792084(-),CHR2:90220727-90221384(+)
48901044,CHR6:69791615-69792084(-),CHR2:113406396-113406872(+)
48901045,CHR6:69920170-69920632(-),CHR2:89045990-89046466(-)
48901045,CHR6:69920170-69920632(-),CHR2:89213423-89213928(-)
48901045,CHR6:69920170-69920632(-),CHR2:89268001-89268506(-)
48901045,CHR6:69920170-69920632(-),CHR2:89319625-89320146(-)
48901045,CHR6:69920170-69920632(-),CHR2:88992409-88992931(-)
48901045,CHR6:69920170-69920632(-),CHR2:90154073-90154574(+)
48901045,CHR6:69920170-69920632(-),CHR2:89913982-89914545(+)
48901045,CHR6:69920170-69920632(-),CHR2:90209873-90210529(+)
48901045,CHR6:69920170-69920632(-),CHR2:90220727-90221384(+)
48901045,CHR6:69920170-69920632(-),CHR2:113406396-113406872(+)
48901046,CHR6:69835404-69835868(-),CHR2:89045990-89046466(-)
48901046,CHR6:69835404-69835868(-),CHR2:89268001-89268506(-)
48901046,CHR6:69835404-69835868(-),CHR2:89319625-89320146(-)
48901046,CHR6:69835404-69835868(-),CHR2:88992409-88992931(-)
48901046,CHR6:69835404-69835868(-),CHR2:90154073-90154574(+)
48901046,CHR6:69835404-69835868(-),CHR2:89913982-89914545(+)
48901046,CHR6:69835404-69835868(-),CHR2:89862482-89862981(+)
48901046,CHR6:69835404-69835868(-),CHR2:90209873-90210529(+)
48901046,CHR6:69835404-69835868(-),CHR2:90220727-90221384(+)
48901046,CHR6:69835404-69835868(-),CHR2:113406396-113406872(+)
48901047,CHR6:67873161-67873626(+),CHR2:89213423-89213928(-)
48901047,CHR6:67873161-67873626(+),CHR2:89268001-89268506(-)
48901047,CHR6:67873161-67873626(+),CHR2:89297264-89297785(-)
48901047,CHR6:67873161-67873626(+),CHR2:89913982-89914545(+)
48901047,CHR6:67873161-67873626(+),CHR2:89884740-89885216(+)
48901047,CHR6:67873161-67873626(+),CHR2:90209873-90210529(+)
48901048,CHR6:68547747-68548219(+),CHR2:89213423-89213928(-)
48901048,CHR6:68547747-68548219(+),CHR2:90209873-90210529(+)
48901049,CHR6:68402589-68403056(+),CHR2:89268001-89268506(-)
48901049,CHR6:68402589-68403056(+),CHR2:89297264-89297785(-)
48901049,CHR6:68402589-68403056(+),CHR2:89913982-89914545(+)
48901049,CHR6:68402589-68403056(+),CHR2:89884740-89885216(+)
48901049,CHR6:68402589-68403056(+),CHR2:113406396-113406872(+)
48901050,CHR6:69969449-69969961(-),CHR2:89027171-89027731(-)
48901050,CHR6:69969449-69969961(-),CHR2:89085177-89085787(-)
48901050,CHR6:69969449-69969961(-),CHR2:89142574-89143160(-)
48901050,CHR6:69969449-69969961(-),CHR2:88978468-88979081(-)
48901050,CHR6:69969449-69969961(-),CHR2:90172802-90173414(+)
48901050,CHR6:69969449-69969961(-),CHR2:90114838-90115402(+)
48901050,CHR6:69969449-69969961(-),CHR2:90038848-90039479(+)
48901050,CHR6:69969449-69969961(-),CHR2:90234812-90235370(+)
48901050,CHR6:69969449-69969961(-),CHR2:87338511-87339035(+)
48901051,CHR6:70495234-70495833(+),CHR2:89027171-89027731(-)
48901051,CHR6:70495234-70495833(+),CHR2:89085177-89085787(-)
48901051,CHR6:70495234-70495833(+),CHR2:89142574-89143160(-)
48901051,CHR6:70495234-70495833(+),CHR2:88978468-88979081(-)
48901051,CHR6:70495234-70495833(+),CHR2:90172802-90173414(+)
48901051,CHR6:70495234-70495833(+),CHR2:90114838-90115402(+)
48901051,CHR6:70495234-70495833(+),CHR2:90038848-90039479(+)
48901051,CHR6:70495234-70495833(+),CHR2:90234812-90235370(+)
48901051,CHR6:70495234-70495833(+),CHR2:87338511-87339035(+)
48901052,CHR6:70648773-70649361(+),CHR2:89027171-89027731(-)
48901052,CHR6:70648773-70649361(+),CHR2:89085177-89085787(-)
48901052,CHR6:70648773-70649361(+),CHR2:89142574-89143160(-)
48901052,CHR6:70648773-70649361(+),CHR2:88978468-88979081(-)
48901052,CHR6:70648773-70649361(+),CHR2:90172802-90173414(+)
48901052,CHR6:70648773-70649361(+),CHR2:90114838-90115402(+)
48901052,CHR6:70648773-70649361(+),CHR2:90038848-90039479(+)
48901052,CHR6:70648773-70649361(+),CHR2:90234812-90235370(+)
